index,batch,position,cpu_value,gpu_fp32,tc_value,diff_cpu_tc,diff_cpu_gpu
1826,1,802,-1378,-1378.000000,-1378.000000,0.000000,0.000000
1827,1,803,-1534,-1534.000000,-1534.000000,0.000000,0.000000
1828,1,804,-254,-254.000000,-254.000000,0.000000,0.000000
1829,1,805,606,606.000000,606.000000,0.000000,0.000000
1830,1,806,-1590,-1590.000000,-1590.000000,0.000000,0.000000
1831,1,807,-474,-474.000000,-474.000000,0.000000,0.000000
1832,1,808,394,394.000000,394.000000,0.000000,0.000000
1833,1,809,-110,-110.000000,-110.000000,0.000000,0.000000
1834,1,810,-1002,-1002.000000,-1002.000000,0.000000,0.000000
1835,1,811,134,134.000000,134.000000,0.000000,0.000000
1836,1,812,-2130,-2130.000000,-2130.000000,0.000000,0.000000
1837,1,813,2414,2414.000000,2414.000000,0.000000,0.000000
1838,1,814,-1298,-1298.000000,-1298.000000,0.000000,0.000000
1839,1,815,1246,1246.000000,1246.000000,0.000000,0.000000
1840,1,816,798,798.000000,798.000000,0.000000,0.000000
1841,1,817,50,50.000000,50.000000,0.000000,0.000000
1842,1,818,1694,1694.000000,1694.000000,0.000000,0.000000
1843,1,819,2330,2330.000000,2330.000000,0.000000,0.000000
1844,1,820,-302,-302.000000,-302.000000,0.000000,0.000000
1845,1,821,-522,-522.000000,-522.000000,0.000000,0.000000
1846,1,822,-1778,-1778.000000,-1778.000000,0.000000,0.000000
1847,1,823,-1662,-1662.000000,-1662.000000,0.000000,0.000000
1848,1,824,446,446.000000,446.000000,0.000000,0.000000
1849,1,825,134,134.000000,134.000000,0.000000,0.000000
1850,1,826,-1114,-1114.000000,-1114.000000,0.000000,0.000000
1851,1,827,-874,-874.000000,-874.000000,0.000000,0.000000
1852,1,828,1670,1670.000000,1670.000000,0.000000,0.000000
1853,1,829,-3258,-3258.000000,-3260.000000,2.000000,0.000000
1854,1,830,866,866.000000,866.000000,0.000000,0.000000
1855,1,831,-782,-782.000000,-782.000000,0.000000,0.000000
1856,1,832,-38,-38.000000,-38.000000,0.000000,0.000000
1857,1,833,-3142,-3142.000000,-3144.000000,2.000000,0.000000
1858,1,834,-1522,-1522.000000,-1522.000000,0.000000,0.000000
1859,1,835,-2402,-2402.000000,-2402.000000,0.000000,0.000000
1860,1,836,486,486.000000,486.000000,0.000000,0.000000
1861,1,837,3830,3830.000000,3830.000000,0.000000,0.000000
1862,1,838,238,238.000000,238.000000,0.000000,0.000000
1863,1,839,566,566.000000,566.000000,0.000000,0.000000
1864,1,840,206,206.000000,206.000000,0.000000,0.000000
1865,1,841,-1246,-1246.000000,-1246.000000,0.000000,0.000000
1866,1,842,-1686,-1686.000000,-1686.000000,0.000000,0.000000
1867,1,843,-498,-498.000000,-498.000000,0.000000,0.000000
1868,1,844,142,142.000000,140.000000,2.000000,0.000000
1869,1,845,-902,-902.000000,-902.000000,0.000000,0.000000
1870,1,846,-186,-186.000000,-186.000000,0.000000,0.000000
1871,1,847,-534,-534.000000,-534.000000,0.000000,0.000000
1872,1,848,-1234,-1234.000000,-1234.000000,0.000000,0.000000
1873,1,849,1398,1398.000000,1398.000000,0.000000,0.000000
1874,1,850,3614,3614.000000,3614.000000,0.000000,0.000000
1875,1,851,774,774.000000,774.000000,0.000000,0.000000
1876,1,852,-730,-730.000000,-730.000000,0.000000,0.000000
1877,1,853,1166,1166.000000,1166.000000,0.000000,0.000000
1878,1,854,650,650.000000,650.000000,0.000000,0.000000
1879,1,855,-3046,-3046.000000,-3048.000000,2.000000,0.000000
1880,1,856,-126,-126.000000,-126.000000,0.000000,0.000000
1881,1,857,1414,1414.000000,1414.000000,0.000000,0.000000
1882,1,858,-190,-190.000000,-190.000000,0.000000,0.000000
1883,1,859,2102,2102.000000,2102.000000,0.000000,0.000000
1884,1,860,-1634,-1634.000000,-1634.000000,0.000000,0.000000
1885,1,861,1866,1866.000000,1865.000000,1.000000,0.000000
1886,1,862,-2822,-2822.000000,-2822.000000,0.000000,0.000000
1887,1,863,-3298,-3298.000000,-3300.000000,2.000000,0.000000
1888,1,864,-2958,-2958.000000,-2958.000000,0.000000,0.000000
1889,1,865,-1426,-1426.000000,-1426.000000,0.000000,0.000000
1890,1,866,3618,3618.000000,3618.000000,0.000000,0.000000
1891,1,867,-226,-226.000000,-226.000000,0.000000,0.000000
1892,1,868,-486,-486.000000,-486.000000,0.000000,0.000000
1893,1,869,6,6.000000,6.000000,0.000000,0.000000
1894,1,870,-522,-522.000000,-522.000000,0.000000,0.000000
1895,1,871,-630,-630.000000,-630.000000,0.000000,0.000000
1896,1,872,-442,-442.000000,-442.000000,0.000000,0.000000
1897,1,873,-298,-298.000000,-298.000000,0.000000,0.000000
1898,1,874,-5250,-5250.000000,-5252.000000,2.000000,0.000000
1899,1,875,4622,4622.000000,4624.000000,-2.000000,0.000000
1900,1,876,-2398,-2398.000000,-2398.000000,0.000000,0.000000
1901,1,877,1210,1210.000000,1210.000000,0.000000,0.000000
1902,1,878,3070,3070.000000,3070.000000,0.000000,0.000000
1903,1,879,766,766.000000,766.000000,0.000000,0.000000
1904,1,880,1226,1226.000000,1227.000000,-1.000000,0.000000
1905,1,881,22,22.000000,22.000000,0.000000,0.000000
1906,1,882,526,526.000000,526.000000,0.000000,0.000000
1907,1,883,2234,2234.000000,2234.000000,0.000000,0.000000
1908,1,884,2054,2054.000000,2054.000000,0.000000,0.000000
1909,1,885,-1006,-1006.000000,-1006.000000,0.000000,0.000000
1910,1,886,2582,2582.000000,2582.000000,0.000000,0.000000
1911,1,887,3338,3338.000000,3340.000000,-2.000000,0.000000
1912,1,888,-146,-146.000000,-146.000000,0.000000,0.000000
1913,1,889,-650,-650.000000,-650.000000,0.000000,0.000000
1914,1,890,114,114.000000,114.000000,0.000000,0.000000
1915,1,891,874,874.000000,874.000000,0.000000,0.000000
1916,1,892,-2418,-2418.000000,-2418.000000,0.000000,0.000000
1917,1,893,1294,1294.000000,1294.000000,0.000000,0.000000
1918,1,894,1974,1974.000000,1974.000000,0.000000,0.000000
1919,1,895,-1330,-1330.000000,-1330.000000,0.000000,0.000000
1920,1,896,-2252,-2252.000000,-2252.000000,0.000000,0.000000
1921,1,897,2024,2024.000000,2024.000000,0.000000,0.000000
1922,1,898,1932,1932.000000,1932.000000,0.000000,0.000000
1923,1,899,2360,2360.000000,2360.000000,0.000000,0.000000
1924,1,900,556,556.000000,556.000000,0.000000,0.000000
1925,1,901,400,400.000000,400.000000,0.000000,0.000000
1926,1,902,-1424,-1424.000000,-1424.000000,0.000000,0.000000
1927,1,903,-1484,-1484.000000,-1484.000000,0.000000,0.000000
1928,1,904,740,740.000000,740.000000,0.000000,0.000000
1929,1,905,-4020,-4020.000000,-4020.000000,0.000000,0.000000
1930,1,906,-260,-260.000000,-260.000000,0.000000,0.000000
1931,1,907,-324,-324.000000,-324.000000,0.000000,0.000000
1932,1,908,56,56.000000,56.000000,0.000000,0.000000
1933,1,909,-3112,-3112.000000,-3112.000000,0.000000,0.000000
1934,1,910,-3420,-3420.000000,-3420.000000,0.000000,0.000000
1935,1,911,-2044,-2044.000000,-2044.000000,0.000000,0.000000
1936,1,912,-408,-408.000000,-408.000000,0.000000,0.000000
1937,1,913,324,324.000000,324.000000,0.000000,0.000000
1938,1,914,-2316,-2316.000000,-2316.000000,0.000000,0.000000
1939,1,915,408,408.000000,408.000000,0.000000,0.000000
1940,1,916,-1204,-1204.000000,-1204.000000,0.000000,0.000000
1941,1,917,-2088,-2088.000000,-2088.000000,0.000000,0.000000
1942,1,918,1028,1028.000000,1028.000000,0.000000,0.000000
1943,1,919,320,320.000000,320.000000,0.000000,0.000000
1944,1,920,-2344,-2344.000000,-2344.000000,0.000000,0.000000
1945,1,921,-3648,-3648.000000,-3648.000000,0.000000,0.000000
1946,1,922,-4660,-4660.000000,-4660.000000,0.000000,0.000000
1947,1,923,-1940,-1940.000000,-1940.000000,0.000000,0.000000
1948,1,924,2104,2104.000000,2104.000000,0.000000,0.000000
1949,1,925,888,888.000000,888.000000,0.000000,0.000000
1950,1,926,416,416.000000,416.000000,0.000000,0.000000
1951,1,927,-3360,-3360.000000,-3360.000000,0.000000,0.000000
1952,1,928,-592,-592.000000,-592.000000,0.000000,0.000000
1953,1,929,2872,2872.000000,2872.000000,0.000000,0.000000
1954,1,930,2180,2180.000000,2180.000000,0.000000,0.000000
1955,1,931,1876,1876.000000,1876.000000,0.000000,0.000000
1956,1,932,2164,2164.000000,2164.000000,0.000000,0.000000
1957,1,933,-900,-900.000000,-900.000000,0.000000,0.000000
1958,1,934,3660,3660.000000,3660.000000,0.000000,0.000000
1959,1,935,2468,2468.000000,2468.000000,0.000000,0.000000
1960,1,936,-680,-680.000000,-680.000000,0.000000,0.000000
1961,1,937,2244,2244.000000,2244.000000,0.000000,0.000000
1962,1,938,652,652.000000,652.000000,0.000000,0.000000
1963,1,939,3616,3616.000000,3616.000000,0.000000,0.000000
1964,1,940,520,520.000000,521.000000,-1.000000,0.000000
1965,1,941,-1300,-1300.000000,-1300.000000,0.000000,0.000000
1966,1,942,-264,-264.000000,-264.000000,0.000000,0.000000
1967,1,943,108,108.000000,108.000000,0.000000,0.000000
1968,1,944,2160,2160.000000,2160.000000,0.000000,0.000000
1969,1,945,2888,2888.000000,2888.000000,0.000000,0.000000
1970,1,946,-48,-48.000000,-48.000000,0.000000,0.000000
1971,1,947,464,464.000000,464.000000,0.000000,0.000000
1972,1,948,-184,-184.000000,-184.000000,0.000000,0.000000
1973,1,949,224,224.000000,224.000000,0.000000,0.000000
1974,1,950,1068,1068.000000,1068.000000,0.000000,0.000000
1975,1,951,-1900,-1900.000000,-1900.000000,0.000000,0.000000
1976,1,952,488,488.000000,488.000000,0.000000,0.000000
1977,1,953,-1668,-1668.000000,-1668.000000,0.000000,0.000000
1978,1,954,-800,-800.000000,-800.000000,0.000000,0.000000
1979,1,955,-2964,-2964.000000,-2964.000000,0.000000,0.000000
1980,1,956,-1716,-1716.000000,-1716.000000,0.000000,0.000000
1981,1,957,1720,1720.000000,1720.000000,0.000000,0.000000
1982,1,958,288,288.000000,288.000000,0.000000,0.000000
1983,1,959,-2004,-2004.000000,-2004.000000,0.000000,0.000000
1984,1,960,2420,2420.000000,2420.000000,0.000000,0.000000
1985,1,961,-4392,-4392.000000,-4392.000000,0.000000,0.000000
1986,1,962,1608,1608.000000,1608.000000,0.000000,0.000000
1987,1,963,1004,1004.000000,1004.000000,0.000000,0.000000
1988,1,964,-2452,-2452.000000,-2452.000000,0.000000,0.000000
1989,1,965,-1248,-1248.000000,-1248.000000,0.000000,0.000000
1990,1,966,1388,1388.000000,1388.000000,0.000000,0.000000
1991,1,967,296,296.000000,297.000000,-1.000000,0.000000
1992,1,968,-1728,-1728.000000,-1727.000000,-1.000000,0.000000
1993,1,969,-2576,-2576.000000,-2576.000000,0.000000,0.000000
1994,1,970,1356,1356.000000,1356.000000,0.000000,0.000000
1995,1,971,-660,-660.000000,-660.000000,0.000000,0.000000
1996,1,972,1028,1028.000000,1028.000000,0.000000,0.000000
1997,1,973,-4772,-4772.000000,-4772.000000,0.000000,0.000000
1998,1,974,1092,1092.000000,1092.000000,0.000000,0.000000
1999,1,975,116,116.000000,116.000000,0.000000,0.000000
2000,1,976,-1140,-1140.000000,-1140.000000,0.000000,0.000000
2001,1,977,-96,-96.000000,-96.000000,0.000000,0.000000
2002,1,978,1044,1044.000000,1044.000000,0.000000,0.000000
2003,1,979,1192,1192.000000,1192.000000,0.000000,0.000000
2004,1,980,1440,1440.000000,1440.000000,0.000000,0.000000
2005,1,981,1492,1492.000000,1492.000000,0.000000,0.000000
2006,1,982,1140,1140.000000,1140.000000,0.000000,0.000000
2007,1,983,720,720.000000,720.000000,0.000000,0.000000
2008,1,984,-448,-448.000000,-448.000000,0.000000,0.000000
2009,1,985,296,296.000000,296.000000,0.000000,0.000000
2010,1,986,-2024,-2024.000000,-2024.000000,0.000000,0.000000
2011,1,987,-864,-864.000000,-864.000000,0.000000,0.000000
2012,1,988,-2960,-2960.000000,-2960.000000,0.000000,0.000000
2013,1,989,-2544,-2544.000000,-2544.000000,0.000000,0.000000
2014,1,990,1020,1020.000000,1020.000000,0.000000,0.000000
2015,1,991,-2268,-2268.000000,-2268.000000,0.000000,0.000000
2016,1,992,-1680,-1680.000000,-1680.000000,0.000000,0.000000
2017,1,993,568,568.000000,568.000000,0.000000,0.000000
2018,1,994,1928,1928.000000,1928.000000,0.000000,0.000000
2019,1,995,-1808,-1808.000000,-1808.000000,0.000000,0.000000
2020,1,996,484,484.000000,484.000000,0.000000,0.000000
2021,1,997,-2452,-2452.000000,-2452.000000,0.000000,0.000000
2022,1,998,800,800.000000,799.000000,1.000000,0.000000
2023,1,999,720,720.000000,720.000000,0.000000,0.000000
2024,1,1000,3244,3244.000000,3244.000000,0.000000,0.000000
2025,1,1001,-2288,-2288.000000,-2288.000000,0.000000,0.000000
2026,1,1002,476,476.000000,476.000000,0.000000,0.000000
2027,1,1003,-1328,-1328.000000,-1328.000000,0.000000,0.000000
2028,1,1004,2124,2124.000000,2124.000000,0.000000,0.000000
2029,1,1005,-1224,-1224.000000,-1224.000000,0.000000,0.000000
2030,1,1006,2040,2040.000000,2040.000000,0.000000,0.000000
2031,1,1007,-2052,-2052.000000,-2052.000000,0.000000,0.000000
2032,1,1008,-2228,-2228.000000,-2228.000000,0.000000,0.000000
2033,1,1009,-1604,-1604.000000,-1604.000000,0.000000,0.000000
2034,1,1010,1200,1200.000000,1200.000000,0.000000,0.000000
2035,1,1011,2320,2320.000000,2320.000000,0.000000,0.000000
2036,1,1012,-2012,-2012.000000,-2012.000000,0.000000,0.000000
2037,1,1013,-1468,-1468.000000,-1467.000000,-1.000000,0.000000
2038,1,1014,2540,2540.000000,2540.000000,0.000000,0.000000
2039,1,1015,1156,1156.000000,1156.000000,0.000000,0.000000
2040,1,1016,-2016,-2016.000000,-2016.000000,0.000000,0.000000
2041,1,1017,1140,1140.000000,1140.000000,0.000000,0.000000
2042,1,1018,1092,1092.000000,1092.000000,0.000000,0.000000
2043,1,1019,4424,4424.000000,4424.000000,0.000000,0.000000
2044,1,1020,2740,2740.000000,2740.000000,0.000000,0.000000
2045,1,1021,2688,2688.000000,2688.000000,0.000000,0.000000
2046,1,1022,500,500.000000,500.000000,0.000000,0.000000
2047,1,1023,1112,1112.000000,1112.000000,0.000000,0.000000
2048,2,0,-1778,-1778.000000,-1778.000000,0.000000,0.000000
2049,2,1,1590,1590.000000,1590.000000,0.000000,0.000000
2050,2,2,1208,1208.000000,1208.000000,0.000000,0.000000
2051,2,3,2068,2068.000000,2068.000000,0.000000,0.000000
2052,2,4,-1028,-1028.000000,-1028.000000,0.000000,0.000000
2053,2,5,-864,-864.000000,-864.000000,0.000000,0.000000
2054,2,6,2746,2746.000000,2746.000000,0.000000,0.000000
2055,2,7,994,994.000000,994.000000,0.000000,0.000000
2056,2,8,1924,1924.000000,1924.000000,0.000000,0.000000
2057,2,9,-1292,-1292.000000,-1292.000000,0.000000,0.000000
2058,2,10,-2858,-2858.000000,-2860.000000,2.000000,0.000000
2059,2,11,2410,2410.000000,2410.000000,0.000000,0.000000
2060,2,12,-1110,-1110.000000,-1110.000000,0.000000,0.000000
2061,2,13,-1498,-1498.000000,-1498.000000,0.000000,0.000000
2062,2,14,1176,1176.000000,1176.000000,0.000000,0.000000
2063,2,15,-1064,-1064.000000,-1064.000000,0.000000,0.000000
2064,2,16,3018,3018.000000,3018.000000,0.000000,0.000000
2065,2,17,2486,2486.000000,2486.000000,0.000000,0.000000
2066,2,18,-312,-312.000000,-312.000000,0.000000,0.000000
2067,2,19,-2920,-2920.000000,-2920.000000,0.000000,0.000000
2068,2,20,-236,-236.000000,-236.000000,0.000000,0.000000
2069,2,21,2684,2684.000000,2684.000000,0.000000,0.000000
2070,2,22,870,870.000000,870.000000,0.000000,0.000000
2071,2,23,2626,2626.000000,2626.000000,0.000000,0.000000
2072,2,24,512,512.000000,512.000000,0.000000,0.000000
2073,2,25,2596,2596.000000,2596.000000,0.000000,0.000000
2074,2,26,422,422.000000,422.000000,0.000000,0.000000
2075,2,27,318,318.000000,318.000000,0.000000,0.000000
2076,2,28,2242,2242.000000,2244.000000,-2.000000,0.000000
2077,2,29,1794,1794.000000,1794.000000,0.000000,0.000000
2078,2,30,-828,-828.000000,-828.000000,0.000000,0.000000
2079,2,31,-264,-264.000000,-264.000000,0.000000,0.000000
2080,2,32,1890,1890.000000,1890.000000,0.000000,0.000000
2081,2,33,2566,2566.000000,2566.000000,0.000000,0.000000
2082,2,34,164,164.000000,164.000000,0.000000,0.000000
2083,2,35,-2588,-2588.000000,-2588.000000,0.000000,0.000000
2084,2,36,556,556.000000,556.000000,0.000000,0.000000
2085,2,37,-244,-244.000000,-244.000000,0.000000,0.000000
2086,2,38,2946,2946.000000,2946.000000,0.000000,0.000000
2087,2,39,-1602,-1602.000000,-1602.000000,0.000000,0.000000
2088,2,40,2028,2028.000000,2028.000000,0.000000,0.000000
2089,2,41,-232,-232.000000,-232.000000,0.000000,0.000000
2090,2,42,1206,1206.000000,1206.000000,0.000000,0.000000
2091,2,43,-2002,-2002.000000,-2002.000000,0.000000,0.000000
2092,2,44,-2946,-2946.000000,-2946.000000,0.000000,0.000000
2093,2,45,-2170,-2170.000000,-2170.000000,0.000000,0.000000
2094,2,46,3876,3876.000000,3876.000000,0.000000,0.000000
2095,2,47,-4504,-4504.000000,-4504.000000,0.000000,0.000000
2096,2,48,-570,-570.000000,-570.000000,0.000000,0.000000
2097,2,49,-426,-426.000000,-426.000000,0.000000,0.000000
2098,2,50,-2228,-2228.000000,-2228.000000,0.000000,0.000000
2099,2,51,504,504.000000,504.000000,0.000000,0.000000
2100,2,52,-68,-68.000000,-68.000000,0.000000,0.000000
2101,2,53,-952,-952.000000,-952.000000,0.000000,0.000000
2102,2,54,1830,1830.000000,1830.000000,0.000000,0.000000
2103,2,55,4526,4526.000000,4528.000000,-2.000000,0.000000
2104,2,56,3136,3136.000000,3136.000000,0.000000,0.000000
2105,2,57,4264,4264.000000,4264.000000,0.000000,0.000000
2106,2,58,446,446.000000,446.000000,0.000000,0.000000
2107,2,59,-2830,-2830.000000,-2830.000000,0.000000,0.000000
2108,2,60,3454,3454.000000,3452.000000,2.000000,0.000000
2109,2,61,-654,-654.000000,-654.000000,0.000000,0.000000
2110,2,62,-120,-120.000000,-120.000000,0.000000,0.000000
2111,2,63,-1544,-1544.000000,-1544.000000,0.000000,0.000000
2112,2,64,912,912.000000,912.000000,0.000000,0.000000
2113,2,65,920,920.000000,920.000000,0.000000,0.000000
2114,2,66,-2434,-2434.000000,-2432.000000,-2.000000,0.000000
2115,2,67,-2390,-2390.000000,-2390.000000,0.000000,0.000000
2116,2,68,90,90.000000,90.000000,0.000000,0.000000
2117,2,69,2518,2518.000000,2518.000000,0.000000,0.000000
2118,2,70,180,180.000000,180.000000,0.000000,0.000000
2119,2,71,1044,1044.000000,1044.000000,0.000000,0.000000
2120,2,72,-1158,-1158.000000,-1158.000000,0.000000,0.000000
2121,2,73,-2382,-2382.000000,-2382.000000,0.000000,0.000000
2122,2,74,256,256.000000,256.000000,0.000000,0.000000
2123,2,75,-2372,-2372.000000,-2372.000000,0.000000,0.000000
2124,2,76,-2236,-2236.000000,-2236.000000,0.000000,0.000000
2125,2,77,4672,4672.000000,4672.000000,0.000000,0.000000
2126,2,78,-2834,-2834.000000,-2834.000000,0.000000,0.000000
2127,2,79,-642,-642.000000,-642.000000,0.000000,0.000000
2128,2,80,412,412.000000,412.000000,0.000000,0.000000
2129,2,81,592,592.000000,592.000000,0.000000,0.000000
2130,2,82,-2538,-2538.000000,-2538.000000,0.000000,0.000000
2131,2,83,2222,2222.000000,2222.000000,0.000000,0.000000
2132,2,84,754,754.000000,754.000000,0.000000,0.000000
2133,2,85,2138,2138.000000,2138.000000,0.000000,0.000000
2134,2,86,376,376.000000,376.000000,0.000000,0.000000
2135,2,87,-1148,-1148.000000,-1148.000000,0.000000,0.000000
2136,2,88,1310,1310.000000,1310.000000,0.000000,0.000000
2137,2,89,-1646,-1646.000000,-1646.000000,0.000000,0.000000
2138,2,90,-752,-752.000000,-752.000000,0.000000,0.000000
2139,2,91,3912,3912.000000,3912.000000,0.000000,0.000000
2140,2,92,2884,2884.000000,2884.000000,0.000000,0.000000
2141,2,93,-1652,-1652.000000,-1652.000000,0.000000,0.000000
2142,2,94,-2086,-2086.000000,-2086.000000,0.000000,0.000000
2143,2,95,1302,1302.000000,1302.000000,0.000000,0.000000
2144,2,96,312,312.000000,312.000000,0.000000,0.000000
2145,2,97,-3908,-3908.000000,-3908.000000,0.000000,0.000000
2146,2,98,-1410,-1410.000000,-1410.000000,0.000000,0.000000
2147,2,99,3006,3006.000000,3006.000000,0.000000,0.000000
2148,2,100,1030,1030.000000,1030.000000,0.000000,0.000000
2149,2,101,750,750.000000,750.000000,0.000000,0.000000
2150,2,102,-1208,-1208.000000,-1208.000000,0.000000,0.000000
2151,2,103,1340,1340.000000,1340.000000,0.000000,0.000000
2152,2,104,-1258,-1258.000000,-1258.000000,0.000000,0.000000
2153,2,105,650,650.000000,650.000000,0.000000,0.000000
2154,2,106,-876,-876.000000,-876.000000,0.000000,0.000000
2155,2,107,-28,-28.000000,-28.000000,0.000000,0.000000
2156,2,108,1892,1892.000000,1892.000000,0.000000,0.000000
2157,2,109,668,668.000000,668.000000,0.000000,0.000000
2158,2,110,3446,3446.000000,3446.000000,0.000000,0.000000
2159,2,111,458,458.000000,458.000000,0.000000,0.000000
2160,2,112,868,868.000000,868.000000,0.000000,0.000000
2161,2,113,-1780,-1780.000000,-1780.000000,0.000000,0.000000
2162,2,114,1414,1414.000000,1414.000000,0.000000,0.000000
2163,2,115,-358,-358.000000,-358.000000,0.000000,0.000000
2164,2,116,-1330,-1330.000000,-1330.000000,0.000000,0.000000
2165,2,117,-998,-998.000000,-998.000000,0.000000,0.000000
2166,2,118,-2340,-2340.000000,-2340.000000,0.000000,0.000000
2167,2,119,-892,-892.000000,-892.000000,0.000000,0.000000
2168,2,120,-2198,-2198.000000,-2198.000000,0.000000,0.000000
2169,2,121,-1262,-1262.000000,-1262.000000,0.000000,0.000000
2170,2,122,2900,2900.000000,2900.000000,0.000000,0.000000
2171,2,123,1896,1896.000000,1896.000000,0.000000,0.000000
2172,2,124,772,772.000000,772.000000,0.000000,0.000000
2173,2,125,1888,1888.000000,1888.000000,0.000000,0.000000
2174,2,126,-782,-782.000000,-782.000000,0.000000,0.000000
2175,2,127,1722,1722.000000,1722.000000,0.000000,0.000000
2176,2,128,-736,-736.000000,-736.000000,0.000000,0.000000
2177,2,129,852,852.000000,852.000000,0.000000,0.000000
2178,2,130,1142,1142.000000,1142.000000,0.000000,0.000000
2179,2,131,-2050,-2050.000000,-2050.000000,0.000000,0.000000
2180,2,132,3182,3182.000000,3182.000000,0.000000,0.000000
2181,2,133,-2338,-2338.000000,-2338.000000,0.000000,0.000000
2182,2,134,2080,2080.000000,2080.000000,0.000000,0.000000
2183,2,135,372,372.000000,372.000000,0.000000,0.000000
2184,2,136,-2206,-2206.000000,-2206.000000,0.000000,0.000000
2185,2,137,-1434,-1434.000000,-1434.000000,0.000000,0.000000
2186,2,138,-824,-824.000000,-824.000000,0.000000,0.000000
2187,2,139,608,608.000000,608.000000,0.000000,0.000000
2188,2,140,-776,-776.000000,-776.000000,0.000000,0.000000
2189,2,141,-440,-440.000000,-440.000000,0.000000,0.000000
2190,2,142,-1182,-1182.000000,-1182.000000,0.000000,0.000000
2191,2,143,1766,1766.000000,1766.000000,0.000000,0.000000
2192,2,144,1848,1848.000000,1848.000000,0.000000,0.000000
2193,2,145,-968,-968.000000,-968.000000,0.000000,0.000000
2194,2,146,314,314.000000,314.000000,0.000000,0.000000
2195,2,147,1342,1342.000000,1342.000000,0.000000,0.000000
2196,2,148,2802,2802.000000,2802.000000,0.000000,0.000000
2197,2,149,-3234,-3234.000000,-3234.000000,0.000000,0.000000
2198,2,150,-2032,-2032.000000,-2032.000000,0.000000,0.000000
2199,2,151,2736,2736.000000,2736.000000,0.000000,0.000000
2200,2,152,2018,2018.000000,2018.000000,0.000000,0.000000
2201,2,153,914,914.000000,914.000000,0.000000,0.000000
2202,2,154,-60,-60.000000,-60.000000,0.000000,0.000000
2203,2,155,-648,-648.000000,-648.000000,0.000000,0.000000
2204,2,156,-940,-940.000000,-940.000000,0.000000,0.000000
2205,2,157,336,336.000000,336.000000,0.000000,0.000000
2206,2,158,-3526,-3526.000000,-3526.000000,0.000000,0.000000
2207,2,159,1306,1306.000000,1306.000000,0.000000,0.000000
2208,2,160,-1000,-1000.000000,-1000.000000,0.000000,0.000000
2209,2,161,3048,3048.000000,3048.000000,0.000000,0.000000
2210,2,162,-354,-354.000000,-354.000000,0.000000,0.000000
2211,2,163,42,42.000000,42.000000,0.000000,0.000000
2212,2,164,-1246,-1246.000000,-1246.000000,0.000000,0.000000
2213,2,165,286,286.000000,286.000000,0.000000,0.000000
2214,2,166,36,36.000000,36.000000,0.000000,0.000000
2215,2,167,732,732.000000,732.000000,0.000000,0.000000
2216,2,168,2118,2118.000000,2116.000000,2.000000,0.000000
2217,2,169,-410,-410.000000,-410.000000,0.000000,0.000000
2218,2,170,3116,3116.000000,3116.000000,0.000000,0.000000
2219,2,171,-56,-56.000000,-56.000000,0.000000,0.000000
2220,2,172,104,104.000000,104.000000,0.000000,0.000000
2221,2,173,2932,2932.000000,2932.000000,0.000000,0.000000
2222,2,174,-622,-622.000000,-622.000000,0.000000,0.000000
2223,2,175,3914,3914.000000,3914.000000,0.000000,0.000000
2224,2,176,-4536,-4536.000000,-4536.000000,0.000000,0.000000
2225,2,177,-1860,-1860.000000,-1860.000000,0.000000,0.000000
2226,2,178,-4118,-4118.000000,-4120.000000,2.000000,0.000000
2227,2,179,-2758,-2758.000000,-2758.000000,0.000000,0.000000
2228,2,180,1694,1694.000000,1694.000000,0.000000,0.000000
2229,2,181,3566,3566.000000,3566.000000,0.000000,0.000000
2230,2,182,972,972.000000,972.000000,0.000000,0.000000
2231,2,183,1144,1144.000000,1144.000000,0.000000,0.000000
2232,2,184,1502,1502.000000,1502.000000,0.000000,0.000000
2233,2,185,-3582,-3582.000000,-3582.000000,0.000000,0.000000
2234,2,186,-1760,-1760.000000,-1760.000000,0.000000,0.000000
2235,2,187,-2304,-2304.000000,-2304.000000,0.000000,0.000000
2236,2,188,3548,3548.000000,3548.000000,0.000000,0.000000
2237,2,189,844,844.000000,844.000000,0.000000,0.000000
2238,2,190,1298,1298.000000,1298.000000,0.000000,0.000000
2239,2,191,1422,1422.000000,1422.000000,0.000000,0.000000
2240,2,192,-1918,-1918.000000,-1918.000000,0.000000,0.000000
2241,2,193,-314,-314.000000,-314.000000,0.000000,0.000000
2242,2,194,-1396,-1396.000000,-1396.000000,0.000000,0.000000
2243,2,195,500,500.000000,500.000000,0.000000,0.000000
2244,2,196,852,852.000000,852.000000,0.000000,0.000000
2245,2,197,-2756,-2756.000000,-2756.000000,0.000000,0.000000
2246,2,198,-2590,-2590.000000,-2588.000000,-2.000000,0.000000
2247,2,199,-1906,-1906.000000,-1906.000000,0.000000,0.000000
2248,2,200,-2848,-2848.000000,-2848.000000,0.000000,0.000000
2249,2,201,940,940.000000,940.000000,0.000000,0.000000
2250,2,202,-2070,-2070.000000,-2070.000000,0.000000,0.000000
2251,2,203,-1526,-1526.000000,-1526.000000,0.000000,0.000000
2252,2,204,1378,1378.000000,1378.000000,0.000000,0.000000
2253,2,205,-1246,-1246.000000,-1246.000000,0.000000,0.000000
2254,2,206,-536,-536.000000,-536.000000,0.000000,0.000000
2255,2,207,-660,-660.000000,-660.000000,0.000000,0.000000
